transaction_id,date,customer_id,amount,category,payment_method,description,fraud_risk
TX00306,2025-01-15,CUST0178,15.58,Food,Bank Transfer,Booked a spa day package.,0
TX00307,2025-03-25,CUST0074,10.82,Travel,Bank Transfer,Paid for a photography session.,0
TX00308,2025-02-12,CUST0294,30.51,Education,Debit,Purchased promotional merchandise.,0
TX00309,2025-03-05,CUST0165,63.76,Entertainment,Bank Transfer,Payment for a commissioned artwork.,0
TX00310,2025-01-12,CUST0221,101.41,Entertainment,Wallet,Ordered a new mattress online.,0
TX00311,2025-02-14,CUST0057,131.54,Clothing,Card,Paid for a fitness app membership.,0
TX00312,2025-01-22,CUST0102,15.17,Clothing,Bank Transfer,Enterprise resource planning system bill.,0
TX00313,2025-01-10,CUST0155,50.47,Utilities,Card,Paid for website maintenance service.,0
TX00314,2025-02-24,CUST0110,94.5,Utilities,Card,Deposited cash from side job.,0
TX00315,2025-03-22,CUST0152,45.61,Clothing,Debit,Paid a bank service charge.,0
TX00316,2025-03-28,CUST0070,83.52,Education,Wallet,Received a grant funding for scientific research.,0
TX00317,2025-01-14,CUST0098,82.13,Food,Card,Received income from writing articles.,0
TX00318,2025-02-01,CUST0292,51.89,Food,Debit,Hulu streaming service subscription.,0
TX00319,2025-01-06,CUST0165,155.56,Education,Wallet,Sold used electronics online.,0
TX00320,2025-02-22,CUST0120,29.82,Education,Card,Paid for graphic design software.,0
TX00321,2025-02-16,CUST0220,52.4,Entertainment,Debit,Roadside assistance membership.,0
TX00322,2025-02-02,CUST0184,131.93,Education,Wallet,Bought new office furniture.,0
TX00323,2025-02-11,CUST0071,117.58,Electronics,Card,Electrician repaired faulty wiring.,0
TX00324,2025-01-28,CUST0171,137.87,Travel,Debit,Payment for social media management.,0
TX00325,2025-02-09,CUST0239,180.69,Education,Wallet,Plumber fixed leaky faucet.,0
TX00326,2025-03-08,CUST0173,84.22,Utilities,Bank Transfer,Paid for a security system installation.,0
TX00327,2025-01-22,CUST0045,49.6,Education,Card,Income from selling unused books.,0
TX00328,2025-01-21,CUST0171,68.75,Utilities,Debit,Subscribed to a lead generation tool.,0
TX00329,2025-03-11,CUST0252,57.51,Food,Card,Team communication app subscription.,0
TX00330,2025-03-20,CUST0041,33.8,Food,Bank Transfer,Paid for a wire transfer.,0
TX00331,2025-01-29,CUST0128,3.64,Clothing,Debit,Received a royalty payment.,0
TX00332,2025-02-11,CUST0040,77.1,Travel,Wallet,Purchased new server hardware.,0
TX00333,2025-02-04,CUST0294,149.83,Education,Card,Paid a returned check fee.,0
TX00334,2025-02-25,CUST0188,15.05,Entertainment,Debit,Ordered a new cookbook.,0
TX00335,2025-02-05,CUST0074,189.75,Electronics,Debit,Purchased a webinar access pass.,0
TX00336,2025-02-20,CUST0277,187.38,Education,Bank Transfer,Advertising campaign expense for digital ads.,0
TX00337,2025-01-30,CUST0267,61.88,Entertainment,Bank Transfer,Water bill paid for the month.,0
TX00338,2025-02-23,CUST0229,21.31,Electronics,Card,Received income from a service call.,0
TX00339,2025-02-09,CUST0227,2.25,Travel,Card,Paid for a locksmith service.,0
TX00340,2025-03-05,CUST0293,35.16,Travel,Debit,Water bill paid for the month.,0
TX00341,2025-03-13,CUST0146,42.27,Travel,Card,Conference registration fee paid.,0
TX00342,2025-01-08,CUST0010,86.57,Entertainment,Card,Purchased equipment for manufacturing.,0
TX00343,2025-01-10,CUST0131,45.35,Travel,Wallet,Auto repair bill settled.,0
TX00344,2025-03-15,CUST0260,217.33,Utilities,Bank Transfer,Payment for a research project.,0
TX00345,2025-02-01,CUST0194,72.32,Clothing,Card,Paid for a meditation app premium.,0
TX00346,2025-03-26,CUST0141,51.81,Travel,Wallet,Credit card cash advance.,0
TX00347,2025-03-03,CUST0278,69.9,Food,Bank Transfer,Paid a certificate of deposit penalty.,0
TX00348,2025-02-15,CUST0080,84.05,Education,Debit,Deposited a business check.,0
TX00349,2025-02-27,CUST0264,55.1,Food,Card,Company phone bills paid.,0
TX00350,2025-02-25,CUST0291,137.06,Food,Debit,Bought weekly groceries at local supermarket.,0
TX00351,2025-03-07,CUST0244,124.35,Electronics,Card,Withdrew cash from bank counter.,0
TX00352,2025-01-18,CUST0074,51.92,Electronics,Debit,Electrician repaired faulty wiring.,0
TX00353,2025-01-31,CUST0093,105.68,Clothing,Bank Transfer,Received a royalty payment.,1
TX00354,2025-02-03,CUST0109,226.46,Electronics,Bank Transfer,Received insurance payout for claim.,0
TX00355,2025-02-14,CUST0146,33.56,Utilities,Wallet,Content creation tool subscription.,0
TX00356,2025-01-15,CUST0086,51.18,Travel,Debit,Payment for an installation service.,0
TX00357,2025-02-20,CUST0049,2.62,Food,Debit,Bought a standing desk.,0
TX00358,2025-02-28,CUST0007,165.74,Food,Card,Purchased office kitchen supplies.,0
TX00359,2025-03-11,CUST0093,208.18,Electronics,Wallet,Paid for a cloud backup solution.,0
TX00360,2025-02-13,CUST0283,56.36,Entertainment,Card,Income from an online shop.,0
TX00361,2025-02-23,CUST0287,2.71,Education,Wallet,Gym membership auto-drafted for the month.,0
TX00362,2025-03-01,CUST0269,255.99,Food,Debit,Acquired new camping equipment.,0
TX00363,2025-01-02,CUST0033,165.07,Clothing,Debit,Revenue from product sales.,0
TX00364,2025-01-12,CUST0200,183.05,Clothing,Debit,VPN service monthly subscription.,0
TX00365,2025-01-12,CUST0136,25.46,Clothing,Card,Conference registration fee paid.,0
TX00366,2025-03-14,CUST0023,148.97,Education,Card,Paid an appraisal fee for home.,0
TX00367,2025-02-17,CUST0106,226.18,Electronics,Debit,Student loan payment made.,0
TX00368,2025-02-08,CUST0236,219.23,Utilities,Debit,Paid for server upgrades.,0
TX00369,2025-01-25,CUST0286,123.6,Education,Bank Transfer,Paid for website maintenance service.,0
TX00370,2025-03-14,CUST0193,15.99,Education,Bank Transfer,Design software monthly license.,0
TX00371,2025-01-15,CUST0040,2.38,Education,Wallet,Amazon Prime annual membership paid.,0
TX00372,2025-04-01,CUST0253,47.92,Food,Wallet,Paid for business legal fees.,0
TX00373,2025-01-25,CUST0161,20.34,Utilities,Debit,Conference registration fee paid.,0
TX00374,2025-03-05,CUST0239,37.22,Education,Debit,Received an investment return on portfolio.,0
TX00375,2025-03-07,CUST0249,140.77,Utilities,Bank Transfer,Apple Music subscription renewal.,1
TX00376,2025-03-18,CUST0261,81.22,Electronics,Wallet,Bought ergonomic chairs for employees.,0
TX00377,2025-02-20,CUST0099,358.76,Utilities,Card,Bond investment made for retirement.,1
TX00378,2025-02-09,CUST0054,76.14,Utilities,Card,Home security monitoring subscription.,0
TX00379,2025-01-17,CUST0171,18.11,Utilities,Card,Paid for business legal fees.,0
TX00380,2025-03-09,CUST0246,236.29,Education,Bank Transfer,Transferred funds to charity.,0
TX00381,2025-03-29,CUST0056,137.85,Entertainment,Debit,New headphones bought from electronics store.,0
TX00382,2025-03-10,CUST0096,207.79,Entertainment,Debit,Content delivery network bill.,0
TX00383,2025-03-18,CUST0010,55.15,Food,Bank Transfer,Rolled over funds to retirement account.,0
TX00384,2025-01-04,CUST0069,21.25,Clothing,Bank Transfer,Xbox Game Pass monthly charge.,0
TX00385,2025-01-31,CUST0282,279.77,Utilities,Bank Transfer,Picked up pet supplies at the local store.,0
TX00386,2025-03-19,CUST0243,6.26,Food,Bank Transfer,Music production software license.,0
TX00387,2025-01-24,CUST0107,134.06,Food,Wallet,Paid for a credit report.,0
TX00388,2025-01-10,CUST0256,77.05,Clothing,Bank Transfer,Snow removal service bill.,0
TX00389,2025-01-22,CUST0222,39.21,Food,Card,Electrical inspection fee.,0
TX00390,2025-02-26,CUST0071,7.2,Clothing,Debit,Stock photo service subscription.,0
TX00391,2025-02-02,CUST0161,16.1,Clothing,Wallet,Ordered custom cake for birthday.,0
TX00392,2025-01-08,CUST0136,220.41,Clothing,Wallet,Paid for a fitness app membership.,0
TX00393,2025-03-28,CUST0090,10.31,Utilities,Debit,Purchased a camera lens.,0
TX00394,2025-02-06,CUST0088,32.11,Electronics,Wallet,Bought a coffee maker.,0
TX00395,2025-02-01,CUST0247,2.55,Education,Card,Ordered take-out pizza for dinner.,0
TX00396,2025-03-24,CUST0065,63.97,Clothing,Card,Purchased a wireless mouse.,0
TX00397,2025-01-20,CUST0025,44.61,Electronics,Bank Transfer,Software-as-a-service (SaaS) subscription.,0
TX00398,2025-03-03,CUST0258,110.76,Entertainment,Wallet,Travel expenses for client meeting.,0
TX00399,2025-01-20,CUST0117,103.26,Travel,Bank Transfer,Paid for premium Spotify subscription.,0
TX00400,2025-03-13,CUST0170,0.97,Utilities,Bank Transfer,Paid for passport photo service.,0
TX00401,2025-03-23,CUST0126,185.47,Entertainment,Wallet,Accounting software subscription bill.,0
TX00402,2025-02-03,CUST0018,6.22,Utilities,Debit,Paid off a personal loan.,0
TX00403,2025-03-05,CUST0291,199.73,Utilities,Debit,Monthly Netflix subscription renewed automatically.,0
TX00404,2025-02-23,CUST0276,291.59,Education,Debit,Dinner with friends at the new bistro.,0
TX00405,2025-02-02,CUST0208,127.62,Entertainment,Debit,Paid for a corporate event.,0
TX00406,2025-03-05,CUST0268,151.69,Education,Wallet,Paid a safe deposit box fee.,0
TX00407,2025-03-07,CUST0088,195.19,Utilities,Wallet,Paid for a security system installation.,0
TX00408,2025-01-20,CUST0056,173.11,Travel,Bank Transfer,Life insurance policy payment.,0
TX00409,2025-02-17,CUST0274,25.11,Clothing,Wallet,Purchased tickets for a concert.,1
TX00410,2025-03-22,CUST0016,74.26,Clothing,Bank Transfer,Dinner with friends at the new bistro.,0
TX00411,2025-03-17,CUST0187,151.2,Travel,Bank Transfer,Paid for a data analytics tool.,0
TX00412,2025-03-02,CUST0006,39.33,Food,Wallet,Received income from writing articles.,1
TX00413,2025-02-09,CUST0068,281.33,Utilities,Bank Transfer,Paid a late fee on bill.,0
TX00414,2025-01-13,CUST0188,4.74,Clothing,Wallet,Homeowners insurance premium due.,0
TX00415,2025-02-06,CUST0138,159.09,Travel,Debit,Bought a blender for smoothies.,0
TX00416,2025-01-31,CUST0162,32.6,Utilities,Debit,Sold a craft item.,0
TX00417,2025-02-21,CUST0100,407.46,Food,Card,Paid for public utilities.,1
TX00418,2025-03-26,CUST0108,12.7,Electronics,Wallet,Paid closing costs for house.,0
TX00419,2025-03-29,CUST0191,156.54,Food,Bank Transfer,Payment for a catering event.,0
TX00420,2025-03-21,CUST0259,472.73,Clothing,Wallet,Paid for a trust setup.,1
TX00421,2025-02-26,CUST0023,35.59,Travel,Card,Subscribed to industry publication.,0
TX00422,2025-01-15,CUST0287,26.62,Education,Card,Network maintenance fee.,0
TX00423,2025-02-21,CUST0281,2.78,Electronics,Bank Transfer,Payment for a book editing service.,0
TX00424,2025-03-28,CUST0274,82.85,Entertainment,Bank Transfer,Foreign currency exchange transaction.,0
TX00425,2025-01-21,CUST0229,100.61,Utilities,Bank Transfer,Rolled over funds to retirement account.,0
TX00426,2025-03-22,CUST0084,0.76,Education,Card,Customer relationship management software payment.,0
TX00427,2025-02-03,CUST0245,275.91,Clothing,Bank Transfer,Paid for a cybersecurity service.,0
TX00428,2025-02-23,CUST0233,165.07,Food,Card,Acquired a new smartphone from electronics store.,0
TX00429,2025-01-12,CUST0245,73.98,Travel,Debit,Subscribed to a lead generation tool.,0
TX00430,2025-01-11,CUST0061,80.35,Clothing,Bank Transfer,Purchased new computers for employees.,0
TX00431,2025-01-06,CUST0098,159.47,Entertainment,Bank Transfer,Received payment for a voiceover job.,0
TX00432,2025-02-17,CUST0225,42.35,Electronics,Wallet,Language learning app subscription.,0
TX00433,2025-02-19,CUST0164,17.77,Travel,Card,Replaced worn-out tires for car.,0
TX00434,2025-03-25,CUST0013,4.74,Entertainment,Debit,Apple Music subscription renewal.,0
TX00435,2025-01-28,CUST0227,21.19,Clothing,Card,Acquired fish tank supplies.,0
TX00436,2025-01-07,CUST0007,231.2,Food,Debit,Alimony payment made.,0
TX00437,2025-03-20,CUST0253,50.69,Entertainment,Debit,Sewer bill paid monthly.,0
TX00438,2025-03-08,CUST0004,5.51,Education,Card,Paid for a marketing analytics tool.,0
TX00439,2025-01-04,CUST0284,68.9,Clothing,Wallet,Purchased raw materials for production.,0
TX00440,2025-03-14,CUST0022,40.54,Food,Bank Transfer,Cloud computing platform usage.,0
TX00441,2025-03-03,CUST0103,11.29,Travel,Debit,Purchased a small appliance for kitchen.,0
TX00442,2025-03-17,CUST0096,14.37,Utilities,Debit,Paid for a professional resume review.,0
TX00443,2025-03-13,CUST0083,21.82,Entertainment,Card,Picked up prescription medication.,0
TX00444,2025-02-16,CUST0246,66.77,Education,Bank Transfer,Acquired fish tank supplies.,0
TX00445,2025-03-14,CUST0281,36.21,Food,Card,Contributed to a retirement plan.,0
TX00446,2025-01-14,CUST0198,79.67,Education,Debit,Received payment for a voiceover job.,0
TX00447,2025-01-20,CUST0296,117.88,Food,Debit,Ordered groceries for home delivery.,0
TX00448,2025-03-20,CUST0240,104.17,Electronics,Card,Content delivery network bill.,0
TX00449,2025-03-24,CUST0113,913.93,Utilities,Debit,Received a tax credit.,1
TX00450,2025-02-26,CUST0285,45.89,Clothing,Wallet,Ordered custom cake for birthday.,0
TX00451,2025-01-15,CUST0008,37.95,Food,Card,Purchased a yoga class drop-in.,0
TX00452,2025-03-12,CUST0255,20.27,Food,Card,Payment for a landscaping job.,0
TX00453,2025-03-17,CUST0289,137.84,Food,Card,Purchased a small appliance for kitchen.,0
TX00454,2025-01-09,CUST0076,5.4,Education,Debit,Social media management platform.,0
TX00455,2025-03-06,CUST0118,36.61,Travel,Card,Sold custom jewelry through online shop.,0
TX00456,2025-03-20,CUST0057,20.61,Electronics,Debit,Ordered kitchen appliances for home renovation.,0
TX00457,2025-03-16,CUST0153,112.84,Electronics,Debit,Paid for server upgrades.,0
TX00458,2025-01-14,CUST0110,179.01,Utilities,Wallet,Booked a spa day package.,0
TX00459,2025-03-12,CUST0183,24.93,Travel,Bank Transfer,Paid for professional photography for products.,0
TX00460,2025-01-30,CUST0066,63.23,Electronics,Wallet,Ordered replacement ink cartridges.,0
TX00461,2025-02-19,CUST0100,161.46,Electronics,Debit,LinkedIn Premium membership.,0
TX00462,2025-03-25,CUST0226,150.71,Clothing,Wallet,Ski lift ticket bought for day.,0
TX00463,2025-02-11,CUST0193,149.08,Electronics,Debit,Paid for cloud server usage.,0
TX00464,2025-01-02,CUST0078,53.47,Food,Card,Bought a gift for a friend's birthday.,0
TX00465,2025-01-23,CUST0287,25.41,Education,Card,Paid for a cloud backup solution.,0
TX00466,2025-01-08,CUST0211,37.02,Electronics,Bank Transfer,Client paid for software customization.,0
TX00467,2025-01-02,CUST0010,107.44,Entertainment,Debit,Bought a collar for the dog.,0
TX00468,2025-01-17,CUST0096,3.93,Travel,Bank Transfer,Purchased toner cartridges for office.,0
TX00469,2025-02-21,CUST0251,12.91,Electronics,Bank Transfer,Paid for a courier service.,0
TX00470,2025-02-02,CUST0231,60.88,Electronics,Debit,Bought kitchen utensils.,0
TX00471,2025-03-27,CUST0061,93.38,Food,Bank Transfer,Payment for a research project.,0
TX00472,2025-02-19,CUST0174,11.19,Entertainment,Wallet,Paid for cloud hosting services.,0
TX00473,2025-01-14,CUST0236,58.74,Clothing,Wallet,Income from selling digital products.,0
TX00474,2025-01-22,CUST0163,1.07,Utilities,Card,Loan disbursement received today.,0
TX00475,2025-03-04,CUST0268,184.22,Utilities,Card,Processed online sales for e-commerce store.,0
TX00476,2025-01-26,CUST0140,7.25,Clothing,Bank Transfer,Purchased a gym day pass.,0
TX00477,2025-03-12,CUST0030,184.13,Entertainment,Card,Purchased promotional merchandise.,0
TX00478,2025-03-26,CUST0016,35.29,Utilities,Wallet,Purchased equipment for manufacturing.,0
TX00479,2025-01-30,CUST0213,55.55,Clothing,Wallet,Paid for public transport fare.,0
TX00480,2025-03-28,CUST0204,231.89,Electronics,Bank Transfer,Amazon Prime annual membership paid.,0
TX00481,2025-01-20,CUST0052,121.36,Electronics,Card,Acquired a power bank.,0
TX00482,2025-03-09,CUST0054,264.78,Electronics,Debit,Automated savings transfer scheduled monthly.,0
TX00483,2025-02-19,CUST0277,145.7,Travel,Debit,Received a rebate payment for recent purchase.,0
TX00484,2025-02-17,CUST0286,9.45,Travel,Debit,Marketing agency invoice paid.,0
TX00485,2025-02-12,CUST0007,3.87,Electronics,Debit,Purchased a bath mat.,0
TX00486,2025-03-24,CUST0189,18.32,Utilities,Card,Company vehicle fuel expenses.,0
TX00487,2025-01-03,CUST0251,103.66,Electronics,Bank Transfer,Paid for professional development course.,0
TX00488,2025-02-10,CUST0183,60.71,Electronics,Debit,Sold a domain name.,0
TX00489,2025-03-13,CUST0289,37.33,Travel,Wallet,Network maintenance fee.,0
TX00490,2025-02-10,CUST0188,192.68,Clothing,Bank Transfer,Bought branded stationery.,0
TX00491,2025-01-29,CUST0007,27.27,Travel,Wallet,Deposited paycheck into checking account.,0
TX00492,2025-02-02,CUST0192,2.23,Electronics,Wallet,Paid for server upgrades.,0
TX00493,2025-01-29,CUST0128,87.74,Utilities,Card,Sold used electronics online.,0
TX00494,2025-03-09,CUST0062,14.28,Entertainment,Debit,Bond investment made for retirement.,1
TX00495,2025-02-05,CUST0200,123.21,Travel,Bank Transfer,Income from renting out equipment.,0
TX00496,2025-01-26,CUST0150,133.11,Food,Wallet,Paid for a commercial cleaner.,0
TX00497,2025-03-08,CUST0146,2.56,Travel,Debit,Paid for a haircut and styling.,0
TX00498,2025-03-15,CUST0214,22.22,Utilities,Bank Transfer,Monthly Netflix subscription renewed automatically.,0
TX00499,2025-03-22,CUST0126,46.33,Utilities,Bank Transfer,LinkedIn Premium membership.,0
TX00500,2025-01-02,CUST0155,212.48,Food,Debit,Purchased protective equipment for staff.,0
TX00501,2025-03-18,CUST0244,136.75,Education,Wallet,Purchased new computers for employees.,0
TX00502,2025-02-06,CUST0230,171.82,Clothing,Bank Transfer,VPN service monthly subscription.,0
TX00503,2025-03-23,CUST0277,40.47,Electronics,Debit,Payment for a design project.,0
TX00504,2025-01-12,CUST0070,114.47,Education,Wallet,Fleet vehicle maintenance bill.,0
TX00505,2025-02-04,CUST0100,44.1,Food,Bank Transfer,Sold a software license.,0
TX00506,2025-01-07,CUST0277,13.19,Education,Debit,Employee health insurance contributions.,0
TX00507,2025-02-08,CUST0133,68.51,Clothing,Debit,Income from delivering food.,0
TX00508,2025-02-11,CUST0087,8.44,Utilities,Card,Purchased a new coffee machine for office.,0
TX00509,2025-03-19,CUST0076,148.42,Travel,Card,Stock purchase executed on market.,0
TX00510,2025-01-01,CUST0164,77.22,Food,Card,Purchased concert tickets online.,0
TX00511,2025-03-07,CUST0147,18.68,Food,Bank Transfer,Security system monitoring bill.,0
TX00512,2025-03-27,CUST0261,264.08,Electronics,Wallet,Received income from a service call.,0
TX00513,2025-03-11,CUST0165,90.82,Entertainment,Wallet,Employee benefits package payment.,0
TX00514,2025-01-15,CUST0254,48.33,Utilities,Debit,Backlink analysis tool membership.,0
TX00515,2025-03-18,CUST0131,79.94,Education,Bank Transfer,Vet visit for pet's annual check-up.,0
TX00516,2025-02-07,CUST0289,195.48,Entertainment,Card,Credit card cash advance.,0
TX00517,2025-02-14,CUST0018,307.68,Food,Bank Transfer,Phone bill auto-paid.,1
TX00518,2025-02-13,CUST0038,167.97,Clothing,Bank Transfer,Purchased cat litter.,0
TX00519,2025-03-06,CUST0211,122.95,Education,Bank Transfer,Paid for a new printer.,0
TX00520,2025-01-22,CUST0174,125.21,Food,Bank Transfer,Office cleaning service invoice.,0
TX00521,2025-03-19,CUST0058,55.98,Clothing,Card,Fire safety inspection bill.,0
TX00522,2025-02-05,CUST0068,244.75,Utilities,Card,Transferred funds between accounts.,0
TX00523,2025-01-15,CUST0040,65.26,Electronics,Bank Transfer,Paid for online game credits.,0
TX00524,2025-01-30,CUST0027,74.68,Clothing,Card,Subscribed to a lead generation tool.,0
TX00525,2025-01-29,CUST0173,91.39,Utilities,Card,Made a charitable donation.,0
TX00526,2025-03-20,CUST0139,118.29,Education,Debit,Paid for a trust setup.,0
TX00527,2025-02-22,CUST0230,59.15,Clothing,Debit,Payment for virtual assistance.,0
TX00528,2025-03-18,CUST0227,26.82,Food,Wallet,Booked an interior design consultation.,0
TX00529,2025-02-08,CUST0280,176.41,Travel,Card,Payment for a translation service.,0
TX00530,2025-03-11,CUST0265,77.67,Electronics,Debit,Received revenue from a crowdfunding project.,0
TX00531,2025-01-21,CUST0159,44.9,Utilities,Debit,Paid for a gaming service.,0
TX00532,2025-03-22,CUST0208,111.68,Electronics,Bank Transfer,Income from selling custom art.,0
TX00533,2025-04-01,CUST0039,2.6,Electronics,Wallet,Credit card statement paid in full.,0
TX00534,2025-01-06,CUST0195,36.43,Travel,Wallet,Bond investment made for retirement.,0
TX00535,2025-03-18,CUST0022,79.84,Food,Wallet,Sponsored a local community event.,0
TX00536,2025-03-09,CUST0100,68.02,Travel,Card,Landscaping maintenance invoice.,0
TX00537,2025-02-13,CUST0177,38.2,Utilities,Debit,Received a rebate payment for recent purchase.,0
TX00538,2025-02-04,CUST0048,333.18,Travel,Wallet,Paid for a credit report.,1
TX00539,2025-02-18,CUST0001,107.34,Education,Bank Transfer,Purchased protective equipment for staff.,0
TX00540,2025-01-03,CUST0259,154.88,Clothing,Debit,Rolled over funds to retirement account.,0
TX00541,2025-01-03,CUST0020,21.72,Food,Card,Income from renting out equipment.,0
TX00542,2025-02-04,CUST0187,47.26,Entertainment,Bank Transfer,Backlink analysis tool membership.,0
TX00543,2025-02-03,CUST0092,0.73,Electronics,Wallet,Paid for a web design service.,0
TX00544,2025-02-26,CUST0172,186.34,Utilities,Debit,Purchased fuel cards for company cars.,0
TX00545,2025-02-18,CUST0244,227.71,Electronics,Wallet,Purchased train tickets for commute.,0
TX00546,2025-01-19,CUST0062,30.49,Utilities,Wallet,Bought new shoes from the department store.,0
TX00547,2025-03-17,CUST0111,93.43,Entertainment,Debit,Purchased raw materials for production.,0
TX00548,2025-02-14,CUST0064,78.31,Electronics,Wallet,Paid for a courier service.,0
TX00549,2025-02-03,CUST0245,127.64,Food,Debit,Client paid for business coaching.,1
TX00550,2025-01-11,CUST0165,117.44,Electronics,Bank Transfer,Paid for a courier service.,0
TX00551,2025-02-24,CUST0264,184.48,Electronics,Card,Paid a wire transfer fee.,0
TX00552,2025-02-21,CUST0165,3.22,Food,Card,Paid for a locksmith service.,0
TX00553,2025-03-14,CUST0088,102.4,Utilities,Debit,Website hosting bill paid.,0
TX00554,2025-02-07,CUST0212,210.68,Clothing,Debit,Paid for a notary public service.,0
TX00555,2025-03-19,CUST0266,54.4,Travel,Wallet,Made a payment on line of credit.,0
TX00556,2025-01-31,CUST0164,19.93,Education,Card,Recycling service fee.,0
TX00557,2025-03-16,CUST0052,236.57,Entertainment,Debit,Child support payment processed.,0
TX00558,2025-03-23,CUST0172,45.88,Education,Card,Consultation fee for legal advice.,0
TX00559,2025-01-23,CUST0186,209.16,Clothing,Wallet,Rolled over funds to retirement account.,0
TX00560,2025-01-12,CUST0053,124.92,Travel,Card,Purchased custom packaging supplies.,0
TX00561,2025-03-03,CUST0210,42.17,Clothing,Bank Transfer,Bought a desk lamp.,0
TX00562,2025-01-29,CUST0079,4.79,Travel,Wallet,Received income from a blog advertisement.,0
TX00563,2025-03-14,CUST0082,137.01,Entertainment,Bank Transfer,Microsoft 365 family subscription.,0
TX00564,2025-01-07,CUST0289,32.66,Electronics,Wallet,Acquired a new smartphone from electronics store.,0
TX00565,2025-03-21,CUST0059,11.86,Clothing,Debit,Financial news service membership.,0
TX00566,2025-02-11,CUST0260,10.44,Travel,Debit,Deposited a dividend check from stock investment.,0
TX00567,2025-01-10,CUST0139,13.36,Travel,Bank Transfer,Acquired a power bank.,0
TX00568,2025-04-01,CUST0007,112.38,Education,Wallet,Income from selling custom art.,1
TX00569,2025-02-25,CUST0223,283.6,Entertainment,Bank Transfer,Paid for a customer feedback platform.,0
TX00570,2025-02-03,CUST0148,128.93,Food,Debit,Paid for a locksmith service.,0
TX00571,2025-02-22,CUST0090,89.75,Clothing,Wallet,Paid a foreign transaction fee.,0
TX00572,2025-03-04,CUST0259,382.42,Travel,Bank Transfer,Purchased a book from an independent bookstore.,1
TX00573,2025-02-11,CUST0078,215.81,Education,Debit,Transferred funds to investment account.,1
TX00574,2025-02-14,CUST0196,51.7,Travel,Debit,Paid an annual credit card fee.,0
TX00575,2025-02-05,CUST0146,100.02,Entertainment,Wallet,Sold a piece of furniture.,0
TX00576,2025-03-20,CUST0180,5.45,Clothing,Wallet,Income from tutoring students.,0
TX00577,2025-01-11,CUST0291,37.43,Education,Wallet,Credit card statement paid in full.,1
TX00578,2025-02-14,CUST0102,51.59,Utilities,Debit,Pet insurance monthly payment.,0
TX00579,2025-01-12,CUST0206,48.92,Travel,Debit,Electrician repaired faulty wiring.,0
TX00580,2025-03-20,CUST0121,231.21,Travel,Bank Transfer,Credit card statement paid in full.,0
TX00581,2025-01-21,CUST0131,57.87,Travel,Card,Payment for graphic design services rendered.,0
TX00582,2025-02-18,CUST0175,2.22,Education,Debit,Purchased a lunchbox.,1
TX00583,2025-03-11,CUST0144,3.21,Food,Card,Paid for a massage therapy session.,0
TX00584,2025-01-23,CUST0298,86.8,Utilities,Card,Company vehicle fuel expenses.,0
TX00585,2025-03-01,CUST0166,11.89,Education,Debit,Paid for a bicycle repair.,0
TX00586,2025-03-05,CUST0155,86.76,Clothing,Bank Transfer,Advertising campaign expense for digital ads.,0
TX00587,2025-01-10,CUST0184,232.79,Electronics,Card,Hulu streaming service subscription.,0
TX00588,2025-02-17,CUST0193,28.91,Education,Card,Audible audiobook subscription.,0
TX00589,2025-01-29,CUST0106,10.24,Utilities,Bank Transfer,Purchased toner cartridges for office.,0
TX00590,2025-03-17,CUST0134,48.69,Travel,Wallet,Received interest from savings account.,0
TX00591,2025-02-27,CUST0197,316.38,Electronics,Debit,Sold a custom software solution.,1
TX00592,2025-02-12,CUST0238,120.35,Utilities,Bank Transfer,Deposited paycheck into checking account.,0
TX00593,2025-03-03,CUST0193,26.37,Travel,Card,Transferred money to savings account.,0
TX00594,2025-02-12,CUST0291,61.62,Clothing,Card,Paid for a new bicycle.,0
TX00595,2025-01-30,CUST0119,44.77,Electronics,Debit,Credit card payment processed.,0
TX00596,2025-03-14,CUST0138,108.26,Travel,Wallet,Received a grant funding for scientific research.,0
TX00597,2025-04-01,CUST0293,38.1,Food,Debit,Paid for a project management tool.,0
TX00598,2025-03-25,CUST0015,39.9,Travel,Wallet,Paid for a keyword research tool.,0
TX00599,2025-02-10,CUST0013,156.72,Entertainment,Debit,Received revenue from mobile app sales.,0
TX00600,2025-02-09,CUST0233,124.64,Entertainment,Card,Made an equity investment.,0
TX00601,2025-01-26,CUST0210,125.79,Education,Bank Transfer,Received revenue from mobile app sales.,0
TX00602,2025-01-17,CUST0014,87.44,Electronics,Card,Bond investment made for retirement.,0
TX00603,2025-03-14,CUST0289,73.07,Utilities,Debit,Bought a portable speaker.,0
TX00604,2025-03-05,CUST0134,26.22,Utilities,Card,Team lunch expenses reimbursed.,0
TX00605,2025-02-28,CUST0237,156.71,Entertainment,Bank Transfer,Paid for passport photo service.,0
TX00606,2025-02-18,CUST0243,250.27,Clothing,Debit,Purchased protective equipment for staff.,0
TX00607,2025-03-16,CUST0205,190.82,Education,Debit,Electrician repaired faulty wiring.,0
TX00608,2025-03-27,CUST0139,42.93,Electronics,Debit,Paid for a virtual assistant service.,0
TX00609,2025-04-01,CUST0184,37.7,Travel,Debit,HVAC system service bill.,0
TX00610,2025-03-04,CUST0226,31.93,Entertainment,Card,Investment research platform subscription.,0
TX00611,2025-02-09,CUST0164,151.47,Education,Debit,Received a grant funding for scientific research.,0
