transaction_id,timestamp,customer_id,transaction_amount,account_balance_before,account_balance_after,transaction_frequency_24h,avg_transaction_amount_7d,num_failed_transactions_7d,time_since_last_transaction_hr,transaction_hour,is_weekend,account_age_days,user_risk_score,num_devices_used,num_countries_used,previous_fraud_count,kyc_verified,transaction_type,merchant_category,device_type,location_match,payment_channel,transaction_description,merchant_name,customer_support_note,is_fraud,description_risk_score,description_tone,semantic_merchant_category
TX000214,2025-01-16 21:42:24,CUST0052,27.92,2326.91,2298.99,0,0.0,0,320.7,21,0,367,0.2352849527442644,2,0,0,1,online purchase,Entertainment,tablet,1,card,Purchase of three new hardcover mystery novels.,BookWorm Central,,0,1,routine,other
TX000215,2025-01-16 07:40:42,CUST0197,17.16,2144.58,2127.42,0,0.0,0,213.23,7,0,22,0.0238708057689544,2,0,0,1,online purchase,Food,mobile,1,e-wallet,Reload of mobile app balance for coffee purchases.,Starbucks Coffee,,0,1,routine,daily essentials
TX000216,2025-01-16 23:49:18,CUST0029,29.4,4900.68,4871.28,0,0.0,0,1967.82,23,0,81,0.2860980935388132,2,0,0,0,online purchase,Entertainment,desktop,1,card,Purchase of a digital indie game during weekend sale.,Steam Games,,0,1,routine,other
TX000217,2025-01-16 11:38:24,CUST0110,686.63,4577.53,3890.9,0,0.0,0,6683.64,11,0,278,0.1594127196893995,1,0,0,1,transfer,Utilities,desktop,1,bank,Payment for family mobile plan and data usage.,Verizon Wireless,,0,1,routine,services
TX000218,2025-01-17 12:43:14,CUST0009,283.65,4727.55,4443.9,0,0.0,0,4140.72,12,0,172,0.230196929336281,1,0,0,1,online purchase,Clothing,mobile,1,card,Household supplies and basic apparel items for children.,Target Stores,,0,1,routine,other
TX000219,2025-01-17 22:50:31,CUST0207,21.89,3126.59,3104.7,0,0.0,0,2326.84,22,0,96,0.0595196527757423,2,0,0,1,online purchase,Travel,mobile,1,e-wallet,Ride-share service for transport to social event.,Uber Technologies,,0,1,routine,services
TX000220,2025-01-17 01:18:14,CUST0098,3.32,1106.31,1102.99,0,0.0,0,8881.3,1,0,370,0.1429412325508015,1,0,0,0,online purchase,Entertainment,mobile,1,card,Monthly music streaming subscription for individual account.,Apple Music,Auto-renewal.,0,1,routine,services
TX000221,2025-01-17 16:33:05,CUST0279,34.05,680.97,646.92,0,0.0,0,282.11,16,0,318,0.0220980548284439,1,0,0,0,withdrawal,Services,mobile,1,bank,Cash withdrawal for weekend market and small tips.,Chase Bank ATM,,0,2,routine,crypto/finance
TX000222,2025-01-17 10:42:55,CUST0257,66.63,2220.86,2154.23,0,0.0,0,351.51,10,0,151,0.0361110947126189,1,0,0,0,online purchase,Utilities,desktop,1,card,Replacement light bulbs and various DIY repair tools.,Home Depot,,0,1,routine,daily essentials
TX000223,2025-01-17 09:36:49,CUST0257,53.86,2154.23,2100.37,1,66.63,0,-1.1,9,0,151,0.0361110947126189,1,0,0,0,online purchase,Food,desktop,1,card,Weekly meal kit delivery service for two people.,Blue Apron,,0,1,routine,services
TX000224,2025-01-17 14:47:44,CUST0114,21.62,540.52,518.9,0,0.0,0,2942.8,14,0,122,0.0345872785453475,1,0,0,1,online purchase,Clothing,mobile,1,card,Purchase of new running shoes and gym shorts.,Nike Online,,0,1,routine,other
TX000225,2025-01-17 11:14:02,CUST0104,76.99,769.91,692.92,0,0.0,0,251.25,11,0,181,0.2575039472397014,1,0,0,1,online purchase,Travel,desktop,1,card,One night deposit for upcoming business trip stay.,Marriott Hotels,,0,2,routine,services
TX000226,2025-01-17 04:45:39,CUST0066,100.29,154.29,54.0,0,1774.33,0,145.13,4,0,327,0.2438137646083233,2,2,1,1,online purchase,Clothing,desktop,0,card,CONFUSED why this high-end designer bag purchase failed.,Lux-Boutique Paris,Foreign IP address used for large fashion purchase.,1,7,urgent,luxury goods
TX000227,2025-01-18 18:53:51,CUST0177,91.99,4599.64,4507.65,0,70.05,0,59.94,18,1,342,0.2668435738241782,2,0,0,1,online purchase,Services,mobile,1,card,Bulk purchase of cat food and litter supplies.,PetSmart,,0,1,routine,daily essentials
TX000228,2025-01-18 00:27:06,CUST0013,21.99,1465.89,1443.9,0,0.0,0,7536.45,0,1,314,0.2551335760302412,2,0,0,1,online purchase,Services,desktop,1,card,Monthly software subscription for graphic design suite.,Adobe Creative Cloud,Recurring billing.,0,1,routine,services
TX000229,2025-01-18 12:24:45,CUST0300,16.42,912.16,895.74,0,0.0,0,335.92,12,1,159,0.0603691501968914,2,0,0,1,online purchase,Services,mobile,1,card,Prescription medication refill and personal care items.,Walgreens,,0,1,routine,daily essentials
TX000230,2025-01-18 19:57:08,CUST0207,27.94,3104.7,3076.76,1,21.89,0,21.11,19,1,97,0.0595196527757423,2,0,0,1,online purchase,Entertainment,mobile,1,e-wallet,Tickets for two for weekend blockbuster movie screening.,AMC Theatres,,0,1,routine,other
TX000231,2025-01-18 13:58:51,CUST0131,4.92,1228.92,1224.0,0,0.0,0,253.2,13,1,162,0.1629868474246943,2,0,0,1,online purchase,Food,mobile,1,card,Quick lunch sub and drink while running errands.,Subway Sandwiches,,0,1,routine,daily essentials
TX000232,2025-01-18 15:45:26,CUST0032,50.44,720.58,670.14,0,0.0,0,211.37,15,1,341,0.2122951936048218,1,0,0,0,online purchase,Services,desktop,1,card,New bookshelf and desk lamp for bedroom setup.,IKEA Online,,0,1,routine,other
TX000233,2025-01-18 03:39:59,CUST0221,14.93,2986.76,2971.83,0,0.0,0,342.25,3,1,50,0.2423099277033597,2,0,0,0,online purchase,Entertainment,tablet,1,card,Family music streaming plan monthly recurring charge.,Spotify Premium,Subscription.,0,1,routine,services
TX000234,2025-01-18 11:33:57,CUST0080,30.29,2523.91,2493.62,0,175.46,0,117.81,11,1,339,0.246864074681517,1,0,0,0,online purchase,Electronics,mobile,1,card,Replacement HDMI cables and a pack of batteries.,Best Buy,,0,1,routine,other
TX000235,2025-01-18 17:05:04,CUST0250,148.42,3298.23,3149.81,0,0.0,0,8033.08,17,1,334,0.1628343025349496,1,0,0,0,online purchase,Clothing,mobile,1,card,Yoga mat and athletic leggings for fitness classes.,Lululemon,,0,1,routine,other
TX000236,2025-01-18 16:55:34,CUST0126,13.85,1384.66,1370.81,0,0.0,0,1288.93,16,1,53,0.0242739505106111,1,0,0,0,online purchase,Services,mobile,1,card,Dry cleaning service for three suits and shirts.,Local Cleaners,,0,1,routine,services
TX000237,2025-01-18 08:06:37,CUST0264,20.89,949.64,928.75,0,0.0,0,277.11,8,1,366,0.1614731058958141,1,0,0,1,online purchase,Travel,mobile,1,card,Fuel and car wash combo during travel.,Shell Gas Station,,0,1,routine,daily essentials
TX000238,2025-01-18 07:33:16,CUST0126,8.22,1370.81,1362.59,1,13.85,0,-9.37,7,1,53,0.0242739505106111,1,0,0,0,online purchase,Food,mobile,1,card,Coffee and dozen donuts for office morning meeting.,Dunkin Donuts,,0,1,routine,daily essentials
TX000239,2025-01-18 10:45:17,CUST0115,135.67,1695.92,1560.25,0,0.0,0,204.85,10,1,311,0.8508490158121271,2,0,0,0,online purchase,Entertainment,desktop,1,card,Two tickets for upcoming rock concert tour.,Ticketmaster,,0,2,routine,other
TX000240,2025-01-19 02:55:11,CUST0109,1317.17,1344.05,26.88,0,48.75,0,150.37,2,1,107,0.1606632755025288,1,1,0,1,transfer,Crypto,mobile,0,bank,URGENT TRANSFER ALL FUNDS IMMEDIATELY TO EXTERNAL WALLET!,CryptoExchange X,Attempted liquidation of entire account balance to high-risk merchant.,1,10,panic,crypto/finance
TX000241,2025-01-19 04:05:14,CUST0293,8.5,1700.95,1692.45,0,0.0,0,241.22,4,1,310,0.2330246253840381,1,0,0,1,online purchase,Entertainment,mobile,1,card,Monthly audiobook credit subscription fee.,Audible,Subscription.,0,1,routine,services
TX000242,2025-01-19 14:36:48,CUST0241,105.8,3526.62,3420.82,0,0.0,0,4430.61,14,1,184,0.192208575275786,2,0,0,1,online purchase,Clothing,mobile,1,card,New school uniforms and sweaters for children.,Gap Kids,,0,1,routine,daily essentials
TX000243,2025-01-19 21:42:47,CUST0074,73.65,1472.98,1399.33,0,0.0,0,205.76,21,1,284,0.2754263913495592,2,0,0,0,online purchase,Travel,desktop,1,card,Seat upgrade for international flight next month.,British Airways,,0,2,routine,services
TX000244,2025-01-19 10:43:28,CUST0232,26.53,1326.29,1299.76,0,0.0,0,168.58,10,1,336,0.2297099168724586,2,0,0,1,online purchase,Food,mobile,1,card,Weekly food box subscription for vegetarian meals.,HelloFresh,,0,1,routine,services
TX000245,2025-01-19 22:39:09,CUST0029,73.07,4871.28,4798.21,0,29.4,0,70.83,22,1,84,0.2860980935388132,2,0,0,0,online purchase,Entertainment,mobile,1,e-wallet,Digital game download for handheld console.,Nintendo eShop,,0,1,routine,other
TX000246,2025-01-19 09:50:20,CUST0021,255.5,1419.42,1163.92,0,0.0,0,6777.84,9,1,282,0.2718586585390012,2,0,0,0,transfer,Services,desktop,1,bank,Monthly premium for auto and home insurance coverage.,State Farm Insurance,,0,1,routine,services
TX000247,2025-01-19 16:23:31,CUST0137,63.03,2100.92,2037.89,0,31.99,0,166.6,16,1,208,0.0919652735661293,1,0,0,0,online purchase,Food,mobile,1,card,Groceries and snacks for weekly pantry restock.,Trader Joe's,,0,1,routine,daily essentials
TX000248,2025-01-19 12:00:09,CUST0153,81.89,2729.75,2647.86,0,0.0,0,2436.0,12,1,101,0.0102971274485699,2,0,0,1,online purchase,Electronics,desktop,1,card,Renewal of Office 365 personal subscription.,Microsoft Store,,0,1,routine,services
TX000249,2025-01-19 13:31:49,CUST0299,48.24,803.94,755.7,0,0.0,0,238.24,13,1,223,0.0920448622502855,2,0,0,1,online purchase,Travel,desktop,1,card,Car rental booking for weekend trip out of state.,Expedia,,0,2,routine,services
TX000250,2025-01-20 10:53:25,CUST0158,83.42,1986.22,1902.8,0,0.0,0,4834.89,10,0,201,0.1281839825224429,2,0,0,1,online purchase,Food,mobile,1,card,Weekly grocery run for fresh vegetables and household essentials at the local market.,Green Valley Organics,,0,1,routine,daily essentials
TX000251,2025-01-20 15:00:43,CUST0161,89.98,749.85,659.87,0,0.0,0,519.01,15,0,21,0.2915183290471522,2,0,0,1,online purchase,Clothing,mobile,1,card,Purchase of a new winter jacket and a pair of wool socks.,Urban Threads Boutique,Customer used a loyalty discount code at checkout.,0,1,routine,other
TX000252,2025-01-20 03:27:28,CUST0087,2274.78,2584.98,310.2,0,0.0,0,448.36,3,0,206,0.3658759447175774,1,1,0,1,online purchase,Electronics,desktop,0,card,URGENT! High-end workstation purchase required immediately for express shipping to a new address.,Elite Tech Reseller,Multiple failed password attempts observed prior to this high-value transaction.,1,9,urgent,luxury goods
TX000253,2025-01-20 09:13:21,CUST0027,317.78,4888.95,4571.17,0,0.0,0,4689.22,9,0,195,0.0443633550981042,1,0,0,0,transfer,Utilities,desktop,1,bank,Monthly automatic payment for residential electricity and water service usage.,City Power and Light,Recurring monthly billing established for over twelve months.,0,1,routine,services
TX000254,2025-01-20 20:32:48,CUST0205,67.05,4469.72,4402.67,0,0.0,0,369.53,20,0,264,0.2185589018097827,2,0,0,1,online purchase,Entertainment,desktop,1,e-wallet,Purchase of a new strategy game during the annual seasonal sale event.,Steam Digital Games,,0,1,routine,services
TX000255,2025-01-20 08:21:49,CUST0030,16.37,3273.5,3257.13,0,0.0,0,6344.36,8,0,264,0.0755913660052042,2,0,0,1,online purchase,Food,mobile,1,card,Morning latte and breakfast pastry purchase at the downtown transit station.,Cuppa Joe Coffee,,0,1,routine,daily essentials
TX000256,2025-01-20 14:39:50,CUST0078,664.7,1899.13,1234.43,0,0.0,0,6566.66,14,0,273,0.2061660365519345,1,0,0,1,online purchase,Travel,desktop,1,card,Round-trip flight booking for a planned family vacation during the summer break.,Skyline Travel Agency,,0,2,routine,services
TX000257,2025-01-20 11:38:08,CUST0146,349.42,3882.47,3533.05,0,0.0,0,8915.64,11,0,371,0.1195568895432134,1,0,0,1,transfer,Services,desktop,1,bank,Annual air conditioning system maintenance and filter replacement service fee.,Home Comfort HVAC,,0,1,routine,services
TX000258,2025-01-20 02:34:02,CUST0208,1.52,1524.38,1522.86,0,0.0,0,299.87,2,0,255,1.0,1,1,0,0,online purchase,Services,desktop,0,card,Confused small test transaction to verify account validity after unusual login activity.,Micro-Donations Inc,Transaction originated from a known proxy IP address list.,1,8,urgent,crypto/finance
TX000259,2025-01-21 12:32:31,CUST0103,82.99,1659.79,1576.8,0,0.0,0,1620.54,12,0,67,0.8178749185349781,1,0,0,0,transfer,Crypto,mobile,1,bank,Scheduled monthly purchase of digital assets for long-term investment portfolio diversification.,Global Crypto Exchange,Two-factor authentication was successfully completed by the user.,0,3,routine,crypto/finance
TX000260,2025-01-21 07:52:39,CUST0279,19.41,646.92,627.51,0,34.05,0,87.33,7,0,322,0.0220980548284439,1,0,0,0,online purchase,Travel,mobile,1,card,Reloading of monthly commuter pass for bus and subway transportation services.,Metro Transit Authority,,0,1,routine,daily essentials
TX000261,2025-01-21 19:27:28,CUST0192,29.11,2425.79,2396.68,0,0.0,0,571.46,19,0,23,0.2062216193923824,1,0,0,0,online purchase,Food,mobile,1,e-wallet,Friday night dinner delivery for a family of four including beverages.,Pizza Planet Delivery,,0,1,routine,daily essentials
TX000262,2025-01-21 17:17:27,CUST0025,95.58,3823.03,3727.45,0,0.0,0,6497.29,17,0,270,0.2929044929011327,2,0,0,0,online purchase,Travel,mobile,1,card,Fuel purchase and car wash at a local station near the residence.,Speedy Gas Station,,0,1,routine,daily essentials
TX000263,2025-01-21 21:52:32,CUST0268,80.77,4487.45,4406.68,0,0.0,0,237.03,21,0,129,0.0372904419857371,2,0,0,1,online purchase,Entertainment,mobile,1,card,Evening movie tickets and snacks for two people at the local theater.,Grand Cinema 12,,0,1,routine,other
TX000264,2025-01-21 11:26:29,CUST0274,34.52,1078.89,1044.37,0,0.0,0,8459.44,11,0,352,0.2597087179655156,2,0,0,0,online purchase,Services,tablet,1,card,Purchase of premium cat food and a new scratching post for pets.,Blue Ribbon Pet Shop,,0,1,routine,daily essentials
TX000265,2025-01-21 10:19:58,CUST0273,20.92,523.01,502.09,0,0.0,0,343.15,10,0,25,0.2641912541683239,2,1,1,0,transfer,Utilities,desktop,1,bank,Payment for monthly high-speed internet subscription and equipment rental fee.,Swift Broadband,,0,1,routine,services
TX000266,2025-01-22 13:46:30,CUST0246,78.64,3574.58,3495.94,0,0.0,0,481.62,13,0,35,0.2177883688579468,1,0,0,0,online purchase,Services,mobile,1,card,Prescription refill and purchase of over-the-counter allergy medication.,Main Street Pharmacy,,0,1,routine,daily essentials
TX000267,2025-01-22 06:35:39,CUST0106,111.92,3997.28,3885.36,0,0.0,0,237.23,6,0,135,0.1331695119937279,1,0,0,1,transfer,Services,desktop,1,bank,Automatic monthly membership dues for fitness center access and group classes.,FitLife Gymnasium,,0,1,routine,services
TX000268,2025-01-22 08:41:58,CUST0010,1.54,192.84,191.3,0,0.0,0,432.62,8,0,271,0.1073994960049018,1,0,0,0,online purchase,Entertainment,tablet,1,card,Renewal of digital news subscription for a six-month period.,The Daily Newspaper,,0,1,routine,services
TX000269,2025-01-22 09:46:17,CUST0281,17.91,1990.15,1972.24,0,0.0,0,204.32,9,0,65,0.2581723600772241,2,0,0,1,online purchase,Food,mobile,1,card,Assorted muffins and bagels for a weekend breakfast with the family.,Corner Bakery,,0,1,routine,daily essentials
TX000270,2025-01-22 11:04:32,CUST0069,129.78,2595.63,2465.85,0,0.0,0,6587.08,11,0,274,0.19835586561334,2,0,0,1,withdrawal,Services,mobile,1,card,Cash withdrawal for small cash-only purchases at the weekend flea market.,Local ATM - High St,Physical card present at a verified ATM location.,0,2,routine,crypto/finance
TX000271,2025-01-22 04:05:32,CUST0165,166.89,269.17,102.28,0,0.0,0,422.36,4,0,293,0.3087666221992866,2,1,0,0,online purchase,Electronics,desktop,0,card,High-risk overseas purchase for expensive luxury items with immediate shipping requested.,Luxury Watches Global,Merchant is located in a high-risk jurisdiction for card fraud.,1,9,urgent,luxury goods
TX000272,2025-01-22 16:06:40,CUST0012,213.0,4733.37,4520.37,0,0.0,0,3520.11,16,0,146,0.2589455972151129,2,0,0,1,online purchase,Electronics,desktop,1,card,Purchase of a new wireless mouse and keyboard for the home office.,Tech Gadget World,,0,1,routine,other
TX000273,2025-01-22 14:16:34,CUST0145,15.85,2264.63,2248.78,0,34.49,0,165.32,14,0,282,0.2211515598007557,2,0,0,1,online purchase,Entertainment,mobile,1,card,Donation and purchase of several used books during a library fundraiser.,City Library Shop,,0,1,routine,other
TX000274,2025-01-22 10:51:14,CUST0149,374.42,3403.85,3029.43,0,464.16,0,144.31,10,0,45,0.0942684561955888,2,0,0,1,transfer,Services,desktop,1,bank,Payment for seasonal lawn care and garden mulching services performed yesterday.,Evergreen Landscaping,,0,1,routine,services
TX000275,2025-01-22 22:31:44,CUST0195,13.54,1353.8,1340.26,0,0.0,0,5998.53,22,0,249,0.9010685014463417,2,0,0,0,online purchase,Gambling,mobile,1,card,Small recreational wager on a major weekend sporting event.,Royal Betting,"User has a history of small, infrequent gambling transactions.",0,3,routine,crypto/finance
TX000276,2025-01-22 23:40:24,CUST0165,0.41,102.28,101.87,1,166.89,0,19.58,23,0,293,0.3087666221992866,2,1,1,0,online purchase,Food,mobile,1,card,Late-night purchase of snacks and bottled water during a road trip.,QuickStop Convenience,,0,1,routine,daily essentials
TX000277,2025-01-23 18:56:20,CUST0130,238.88,1592.53,1353.65,0,0.0,0,233.11,18,0,340,0.9139602211780458,1,0,0,0,online purchase,Clothing,desktop,1,card,Purchase of professional attire for an upcoming business conference.,Fashion Forward,,0,1,routine,other
TX000278,2025-01-23 11:51:33,CUST0023,304.33,3901.7,3597.37,0,0.0,0,1163.86,11,0,48,0.0814657731970158,2,0,0,0,online purchase,Services,mobile,1,card,Supplies for a DIY home improvement project in the guest bathroom.,Home Depot Center,,0,1,routine,other
TX000279,2025-01-23 02:34:42,CUST0200,3.25,541.11,537.86,0,0.0,0,9026.58,2,0,376,0.099238510631555,2,0,0,0,online purchase,Entertainment,tablet,1,card,Monthly subscription for ad-free video streaming service for the entire household.,Streaming Plus,Automated recurring payment.,0,1,routine,services
TX000280,2025-01-23 12:15:12,CUST0145,78.71,2248.78,2170.07,1,15.85,0,21.98,12,0,283,0.2211515598007557,2,0,0,1,online purchase,Food,mobile,1,card,Selection of fresh fish and shrimp for a special anniversary dinner.,Fresh Catch Seafood,,0,1,routine,daily essentials
TX000281,2025-01-23 10:38:48,CUST0231,122.05,2542.65,2420.6,0,0.0,0,314.81,10,0,57,0.2685711783509356,1,0,0,1,transfer,Utilities,desktop,1,bank,Monthly payment for cellular phone plan including data and international calling.,National Telecom,,0,1,routine,services
TX000282,2025-01-23 16:19:46,CUST0050,18.61,1860.94,1842.33,0,0.0,0,242.18,16,0,232,0.2651037608807262,1,0,0,0,online purchase,Entertainment,mobile,1,e-wallet,Pre-order of a highly anticipated novel from a favorite author.,Bookworm Alley,,0,1,routine,other
TX000283,2025-01-23 13:08:55,CUST0004,68.8,312.74,243.94,0,0.0,0,358.76,13,0,328,0.2415296014007472,2,0,0,1,online purchase,Travel,desktop,1,card,Deposit for a winter ski trip accommodation for four nights.,Alpine Resort,,0,2,routine,luxury goods
TX000284,2025-01-23 01:40:41,CUST0041,3178.73,3277.04,98.31,0,0.0,0,217.42,1,0,258,1.0,1,1,0,0,transfer,Crypto,mobile,0,bank,URGENT: Emptying account balance to external mule wallet to avoid perceived security threat.,Safe Haven Transfers,Customer appears confused and under duress during verification attempt.,1,10,panic,crypto/finance
TX000285,2025-01-23 19:49:54,CUST0237,137.91,2298.45,2160.54,0,0.0,0,1435.83,19,0,59,0.2922226422574833,2,0,0,1,online purchase,Clothing,mobile,1,card,Online purchase of accessories and shoes for a friend's wedding.,Style Haven,,0,1,routine,other
TX000286,2025-01-23 18:29:05,CUST0117,25.14,3142.03,3116.89,0,0.0,0,6858.48,18,0,285,0.2306548579158424,2,0,0,1,online purchase,Travel,mobile,1,card,Daily parking fee for commuting to the central business district.,City Parking Garage,,0,1,routine,services
TX000287,2025-01-23 11:07:17,CUST0084,61.03,3051.51,2990.48,0,0.0,0,3467.12,11,0,144,0.0937357922924795,1,0,0,1,online purchase,Services,mobile,1,card,Birthday bouquet delivery for a family member residing in the city.,The Flower Pot,,0,1,routine,other
TX000288,2025-01-23 22:31:31,CUST0209,112.02,2947.99,2835.97,0,0.0,0,3094.53,22,0,128,0.2990528660471629,1,0,0,1,online purchase,Electronics,desktop,1,e-wallet,Purchase of a specialized gaming headset for competitive online play.,Gamer's Edge,,0,1,routine,other
TX000289,2025-01-24 10:11:05,CUST0020,36.95,2463.41,2426.46,0,0.0,0,1834.18,10,0,76,0.01061038052451,2,0,0,0,online purchase,Food,mobile,1,card,Saturday morning breakfast with friends at a popular local neighborhood spot.,Main Street Diner,,0,1,routine,daily essentials
TX000290,2025-01-24 09:39:17,CUST0245,112.42,2498.24,2385.82,0,0.0,0,8121.65,9,0,338,0.2773702540926478,2,0,0,0,online purchase,Services,mobile,1,card,Full interior and exterior detailing service for a personal vehicle.,Premium Auto Spa,,0,1,routine,services
TX000291,2025-01-24 14:05:52,CUST0257,172.23,2100.37,1928.14,0,0.0,0,172.48,14,0,158,0.0361110947126189,1,0,0,0,online purchase,Clothing,desktop,1,card,New hiking boots and moisture-wicking apparel for an upcoming outdoor trip.,Adventure Gear Co,,0,1,routine,other
TX000292,2025-01-24 15:18:20,CUST0251,62.61,4173.91,4111.3,0,0.0,0,427.29,15,0,39,0.2320175064143674,1,0,0,1,withdrawal,Services,mobile,1,card,Small cash withdrawal to pay for a haircut at a cash-only barbershop.,Corner Market ATM,,0,2,routine,crypto/finance
TX000293,2025-01-24 00:13:44,CUST0238,0.8,160.96,160.16,0,0.0,0,446.23,0,0,379,0.956920142406184,2,0,0,0,online purchase,Entertainment,mobile,1,card,Automated monthly charge for standard definition streaming subscription plan.,Netflix Inc,Subscription service billing.,0,1,routine,services
TX000294,2025-01-24 10:17:34,CUST0075,8.35,695.67,687.32,0,0.0,0,198.97,10,0,282,0.2179713657704712,1,1,1,1,online purchase,Services,tablet,1,card,Purchase of various flower seeds and potting soil for the spring season.,Garden Supply Co,,0,1,routine,other
TX000295,2025-01-24 13:21:03,CUST0250,15.75,3149.81,3134.06,0,148.42,0,140.27,13,0,340,0.1628343025349496,1,0,0,0,online purchase,Services,mobile,1,card,Basic exterior car wash and vacuum service at a local facility.,Express Car Wash,,0,1,routine,services
TX000296,2025-01-24 12:18:44,CUST0204,29.14,4856.88,4827.74,0,0.0,0,3348.31,12,0,139,0.0284093041313212,1,0,0,0,online purchase,Food,mobile,1,card,Quick lunch purchase including a salad and a smoothie during work hours.,Healthy Eats Cafe,,0,1,routine,daily essentials
TX000297,2025-01-24 11:58:00,CUST0055,161.14,4604.11,4442.97,0,0.0,0,240.32,11,0,115,0.2431950715320402,2,0,0,1,transfer,Utilities,desktop,1,bank,Quarterly water and sewage utility bill payment for a residential property.,Local Water District,,0,1,routine,services
TX000298,2025-01-24 17:48:43,CUST0118,17.64,2204.88,2187.24,0,0.0,0,435.39,17,0,51,0.2797682409679856,2,0,0,1,online purchase,Electronics,mobile,1,card,Replacement charging cable for a smartphone purchased online for store pickup.,Tech Gadget World,,0,1,routine,other
TX000299,2025-01-24 20:15:07,CUST0038,194.49,4321.99,4127.5,0,0.0,0,4028.25,20,0,167,0.1971142300718864,2,0,0,1,online purchase,Entertainment,desktop,1,card,Tickets for an upcoming orchestral performance including parking reservation.,City Concert Hall,,0,1,routine,other
TX000300,2025-01-24 08:39:09,CUST0020,4.85,2426.46,2421.61,1,36.95,0,-1.53,8,0,76,0.01061038052451,2,0,0,0,online purchase,Food,mobile,1,card,Morning latte and breakfast croissant at the local cafe downtown.,Cornerstone Coffee,Regular morning routine.,0,1,routine,daily essentials
TX000301,2025-01-24 14:54:39,CUST0046,43.96,2930.53,2886.57,0,0.0,0,453.52,14,0,26,0.1837730892861691,2,0,0,1,online purchase,Electronics,desktop,1,card,Replacement charging cables and a new wireless mouse for home office.,Amazon,,0,1,routine,other
TX000302,2025-01-24 03:02:19,CUST0104,609.77,692.92,83.15,0,76.99,0,159.8,3,0,188,0.4090047366876417,1,1,0,1,online purchase,Electronics,desktop,0,e-wallet,URGENT: High-end workstation purchase. Immediate overnight shipping requested to new address.,Premium Tech Hub,Customer appears confused about shipping address mismatch during verification.,1,9,urgent,luxury goods
TX000303,2025-01-25 09:49:24,CUST0208,53.3,1522.86,1469.56,0,1.52,0,127.26,9,1,260,1.0,1,1,1,0,transfer,Utilities,desktop,1,bank,Automatic monthly payment for residential water and sewage services.,City Water Utility,Recurring bill payment.,0,1,routine,daily essentials
TX000304,2025-01-25 00:30:51,CUST0080,12.47,2493.62,2481.15,0,30.29,0,156.95,0,1,346,0.246864074681517,1,0,0,0,online purchase,Entertainment,tablet,1,card,Monthly subscription renewal for premium streaming video services.,Netflix,,0,1,routine,services
TX000305,2025-01-25 17:47:57,CUST0183,73.45,3672.43,3598.98,0,0.0,0,2729.8,17,1,113,0.2377402325775376,2,0,0,1,online purchase,Services,mobile,1,card,Fuel refill for commuter vehicle at a suburban service station.,Shell Petroleum,,0,1,routine,daily essentials
TX000306,2025-01-25 20:05:06,CUST0258,7.57,630.62,623.05,0,0.0,0,1508.09,20,1,62,0.1757262535412135,1,0,0,0,online purchase,Entertainment,desktop,1,card,Purchase of a new tactical shooter game during the seasonal sale.,Steam Games,,0,1,routine,other
TX000307,2025-01-25 12:06:33,CUST0181,180.3,3278.27,3097.97,0,0.0,0,363.2,12,1,153,0.0288536928527474,1,0,0,0,online purchase,Food,mobile,1,card,Weekly grocery shopping including fresh produce and pantry staples.,Whole Foods Market,Verified loyalty card used.,0,1,routine,daily essentials
TX000308,2025-01-26 15:19:34,CUST0259,223.1,1239.42,1016.32,0,0.0,0,6783.33,15,1,282,0.9654760279285493,1,0,0,1,online purchase,Travel,desktop,1,card,Round-trip flight booking for a planned summer holiday trip.,Delta Airlines,,0,2,routine,services
TX000309,2025-01-26 02:40:05,CUST0133,4.75,4745.35,4740.6,0,0.0,0,585.61,2,1,226,0.1108084554640649,1,1,0,0,online purchase,Crypto,mobile,0,bank,System check: Small value transaction for account verification and connectivity test.,BitCloud Exchange,Multiple failed login attempts preceded this micro-transaction.,1,7,routine,crypto/finance
TX000310,2025-01-26 18:54:27,CUST0193,21.51,2688.92,2667.41,0,0.0,0,489.16,18,1,259,0.2537001528119603,2,0,0,0,online purchase,Travel,mobile,1,e-wallet,Ride-share service from the downtown office back to home residence.,Uber,,0,1,routine,services
TX000311,2025-01-26 13:16:34,CUST0048,32.54,1301.74,1269.2,0,0.0,0,437.26,13,1,183,0.1143421835130449,2,0,0,0,online purchase,Clothing,mobile,1,card,Selection of cotton t-shirts and jeans for the upcoming season.,H&M,,0,1,routine,other
TX000312,2025-01-26 10:34:33,CUST0180,181.71,2019.04,1837.33,0,0.0,0,285.48,10,1,283,0.1522839013234708,2,0,0,1,transfer,Services,desktop,1,bank,Quarterly premium payment for comprehensive auto insurance coverage.,State Farm Insurance,,0,1,routine,services
TX000313,2025-01-26 07:29:25,CUST0099,0.91,82.87,81.96,0,0.0,0,389.4,7,1,374,0.2823419375107649,2,1,1,1,online purchase,Entertainment,tablet,1,card,Monthly membership fee for interactive fitness classes and digital content.,Peloton,,0,1,routine,services
TX000314,2025-01-26 11:32:41,CUST0203,104.54,2613.41,2508.87,0,0.0,0,237.44,11,1,375,0.0980903010644899,2,0,0,0,withdrawal,Services,mobile,1,card,Cash withdrawal for weekend farmers market purchases and small tips.,Local ATM,,0,2,routine,crypto/finance
